http://www.imfdb.org/wiki/Sniper:_Ultimate_Kill, Sniper: Ultimate Kill,
http://www.imfdb.org/wiki/Sniper:_Weapons_of_Retaliation_(Snayper._Oruzhie_vozmezdiya), Sniper: Weapons of Retaliation (Snayper. Oruzhie vozmezdiya),
http://www.imfdb.org/wiki/So_Close, So Close,
http://www.imfdb.org/wiki/Soft_Target, Soft Target,
http://www.imfdb.org/wiki/Soldier, Soldier,
http://www.imfdb.org/wiki/Soldier_Boyz, Soldier Boyz,
http://www.imfdb.org/wiki/Soldier%27s_Revenge, Soldier's Revenge,
http://www.imfdb.org/wiki/Soldiers_of_Fortune, Soldiers of Fortune,
http://www.imfdb.org/wiki/Spartan, Spartan,
http://www.imfdb.org/wiki/Spawn, Spawn,
http://www.imfdb.org/wiki/Special_Forces_(2011), Special Forces (2011),
"http://www.imfdb.org/wiki/Specialist,_The", Specialist, The
http://www.imfdb.org/wiki/Speed, Speed,
http://www.imfdb.org/wiki/Speed_2:_Cruise_Control, Speed 2: Cruise Control,
http://www.imfdb.org/wiki/Spider-Man_(2002), Spider-Man (2002),
http://www.imfdb.org/wiki/Spider-Man_2, Spider-Man 2,
http://www.imfdb.org/wiki/Spider-Man_3, Spider-Man 3,
http://www.imfdb.org/wiki/Spider-Man:_Homecoming, Spider-Man: Homecoming,
http://www.imfdb.org/wiki/Split_Second, Split Second,
http://www.imfdb.org/wiki/Spriggan, Spriggan,
http://www.imfdb.org/wiki/Spy_(2015), Spy (2015),
http://www.imfdb.org/wiki/Spy_(Shpion), Spy (Shpion),
"http://www.imfdb.org/wiki/Squad,_The", Squad, The
http://www.imfdb.org/wiki/St._Ives, St. Ives,
http://www.imfdb.org/wiki/Stalingrad_(2013), Stalingrad (2013),
http://www.imfdb.org/wiki/Standoff_(2016), Standoff (2016),
http://www.imfdb.org/wiki/Start_Liquidation_(Pristupit_k_likvidatsii), Start Liquidation (Pristupit k likvidatsii),
"http://www.imfdb.org/wiki/State_Counsellor_(Statskiy_sovetnik),_The", State Counsellor (Statskiy sovetnik), The
http://www.imfdb.org/wiki/Stawka_wieksza_niz_zycie, Stawka wieksza niz zycie,
http://www.imfdb.org/wiki/Steal, Steal,
http://www.imfdb.org/wiki/Steele_Justice, Steele Justice,
http://www.imfdb.org/wiki/Stick, Stick,
http://www.imfdb.org/wiki/Stolen, Stolen,
http://www.imfdb.org/wiki/Stone_Cold_(1991), Stone Cold (1991),
"http://www.imfdb.org/wiki/Stone_Killer,_The", Stone Killer, The
http://www.imfdb.org/wiki/Straight_Shooter, Straight Shooter,
http://www.imfdb.org/wiki/Strange_Days, Strange Days,
"http://www.imfdb.org/wiki/Stranger,_The", Stranger, The
http://www.imfdb.org/wiki/Stratton, Stratton,
http://www.imfdb.org/wiki/Street_Kings, Street Kings,
http://www.imfdb.org/wiki/Street_Kings_2:_Motor_City, Street Kings 2: Motor City,
http://www.imfdb.org/wiki/Street_Law, Street Law,
http://www.imfdb.org/wiki/Streets_of_Fire, Streets of Fire,
http://www.imfdb.org/wiki/Striking_Distance, Striking Distance,
http://www.imfdb.org/wiki/Suave_Patria, Suave Patria,
http://www.imfdb.org/wiki/Submerged, Submerged,
"http://www.imfdb.org/wiki/Substitute,_The", Substitute, The
http://www.imfdb.org/wiki/Sucker_Punch_(2011), Sucker Punch (2011),
http://www.imfdb.org/wiki/Sudden_Death, Sudden Death,
http://www.imfdb.org/wiki/Sudden_Impact, Sudden Impact,
http://www.imfdb.org/wiki/Suicide_Squad, Suicide Squad,
http://www.imfdb.org/wiki/Superbabies:_Baby_Geniuses_2, Superbabies: Baby Geniuses 2,
http://www.imfdb.org/wiki/Superman_II, Superman II,
http://www.imfdb.org/wiki/Superman_Returns, Superman Returns,
http://www.imfdb.org/wiki/Supreme_Sanction, Supreme Sanction,
http://www.imfdb.org/wiki/Surrogates, Surrogates,
http://www.imfdb.org/wiki/Surviving_the_Game, Surviving the Game,
http://www.imfdb.org/wiki/Sweat, Sweat,
"http://www.imfdb.org/wiki/Sweeney,_The", Sweeney, The
http://www.imfdb.org/wiki/Sweet_Revenge, Sweet Revenge,
http://www.imfdb.org/wiki/Sword_Art_Online:_Ordinal_Scale, Sword Art Online: Ordinal Scale,
"http://www.imfdb.org/wiki/Sword,_The", Sword, The
http://www.imfdb.org/wiki/Swordfish, Swordfish,
http://www.imfdb.org/wiki/Syndicate_Sadists_(Il_giustiziere_sfida_la_citt%C3%A0), Syndicate Sadists (Il giustiziere sfida la città),
http://www.imfdb.org/wiki/Tachanka_from_the_South_(Tachanka_s_yuga), Tachanka from the South (Tachanka s yuga),
http://www.imfdb.org/wiki/Tae_Guk_Gi:_The_Brotherhood_of_War, Tae Guk Gi: The Brotherhood of War,
http://www.imfdb.org/wiki/Taken_(2008), Taken (2008),
http://www.imfdb.org/wiki/Taken_2, Taken 2,
http://www.imfdb.org/wiki/Taken_3, Taken 3,
"http://www.imfdb.org/wiki/Taking_of_Beverly_Hills,_The", Taking of Beverly Hills, The
"http://www.imfdb.org/wiki/Taking_of_Pelham_123,_The_(2009)", Taking of Pelham 123, The (2009)
http://www.imfdb.org/wiki/Tango_%26_Cash, Tango & Cash,
http://www.imfdb.org/wiki/Tattoo, Tattoo,
http://www.imfdb.org/wiki/Taxi_2, Taxi 2,
http://www.imfdb.org/wiki/Team_America:_World_Police, Team America: World Police,
http://www.imfdb.org/wiki/Tears_of_the_Sun, Tears of the Sun,
http://www.imfdb.org/wiki/Teenage_Mutant_Ninja_Turtles_(2014), Teenage Mutant Ninja Turtles (2014),
http://www.imfdb.org/wiki/Teenage_Mutant_Ninja_Turtles:_Out_of_the_Shadows, Teenage Mutant Ninja Turtles: Out of the Shadows,
http://www.imfdb.org/wiki/Teheran_43, Teheran 43,
http://www.imfdb.org/wiki/Telefon, Telefon,
http://www.imfdb.org/wiki/Terminal_Velocity, Terminal Velocity,
http://www.imfdb.org/wiki/Terminator_2:_Judgment_Day, Terminator 2: Judgment Day,
http://www.imfdb.org/wiki/Terminator_3:_Rise_of_the_Machines, Terminator 3: Rise of the Machines,
http://www.imfdb.org/wiki/Terminator_Salvation, Terminator Salvation,
"http://www.imfdb.org/wiki/Terminator,_The_(1984)", Terminator, The (1984)
http://www.imfdb.org/wiki/Terminator:_Genisys, Terminator: Genisys,
http://www.imfdb.org/wiki/The_Divergent_Series:_Insurgent, The Divergent Series: Insurgent,
http://www.imfdb.org/wiki/The_Hunger_Games:_Mockingjay_-_Part_2, The Hunger Games: Mockingjay - Part 2,
http://www.imfdb.org/wiki/The_Marine_5:_Battleground, The Marine 5: Battleground,
http://www.imfdb.org/wiki/The_Next_Generation_-Patlabor-, The Next Generation -Patlabor-,
http://www.imfdb.org/wiki/The_Taking_of_Tiger_Mountain, The Taking of Tiger Mountain,
http://www.imfdb.org/wiki/They_Live, They Live,
http://www.imfdb.org/wiki/Things_to_Do_in_Denver_When_You%27re_Dead, Things to Do in Denver When You're Dead,
"http://www.imfdb.org/wiki/Third_Wave,_The", Third Wave, The
http://www.imfdb.org/wiki/This_Means_War, This Means War,
http://www.imfdb.org/wiki/Thor, Thor,
http://www.imfdb.org/wiki/Thor:_Ragnarok, Thor: Ragnarok,
http://www.imfdb.org/wiki/Thor:_The_Dark_World, Thor: The Dark World,
http://www.imfdb.org/wiki/Those_Who_Kill_(Den_som_dr%C3%A6ber), Those Who Kill (Den som dræber),
http://www.imfdb.org/wiki/Three_Men_to_Kill_(Trois_hommes_%C3%A0_abattre), Three Men to Kill (Trois hommes à abattre),
http://www.imfdb.org/wiki/Thunderbolt, Thunderbolt,
http://www.imfdb.org/wiki/Thursday, Thursday,
http://www.imfdb.org/wiki/Ticker, Ticker,
http://www.imfdb.org/wiki/Tiger_on_the_Beat, Tiger on the Beat,
http://www.imfdb.org/wiki/Time_and_Tide, Time and Tide,
http://www.imfdb.org/wiki/Timecop, Timecop,
http://www.imfdb.org/wiki/To_Commit_a_Murder, To Commit a Murder,
http://www.imfdb.org/wiki/To_Live_and_Die_in_L.A., To Live and Die in L.A.,
http://www.imfdb.org/wiki/Tobruk_(1967), Tobruk (1967),
http://www.imfdb.org/wiki/Today_You_Die, Today You Die,
http://www.imfdb.org/wiki/Tokarev, Tokarev,
http://www.imfdb.org/wiki/Tokumei_Sentai_Go-Busters, Tokumei Sentai Go-Busters,
http://www.imfdb.org/wiki/Tomb_Raider_(2018), Tomb Raider (2018),
http://www.imfdb.org/wiki/Top_Dog, Top Dog,
http://www.imfdb.org/wiki/Top_Gun, Top Gun,
http://www.imfdb.org/wiki/Torque, Torque,
http://www.imfdb.org/wiki/Total_Recall_(1990), Total Recall (1990),
http://www.imfdb.org/wiki/Total_Recall_(2012), Total Recall (2012),
http://www.imfdb.org/wiki/Total_Western, Total Western,
http://www.imfdb.org/wiki/Tough_Guys, Tough Guys,
"http://www.imfdb.org/wiki/Tournament,_The_(2009)", Tournament, The (2009)
http://www.imfdb.org/wiki/Toy_Soldiers, Toy Soldiers,
http://www.imfdb.org/wiki/Tracers, Tracers,
http://www.imfdb.org/wiki/Transformers_(2007), Transformers (2007),
http://www.imfdb.org/wiki/Transporter_2, Transporter 2,
http://www.imfdb.org/wiki/Transporter_3, Transporter 3,
"http://www.imfdb.org/wiki/Transporter_Refueled,_The", Transporter Refueled, The
"http://www.imfdb.org/wiki/Transporter,_The", Transporter, The
"http://www.imfdb.org/wiki/Treasure_of_the_Sierra_Madre,_The", Treasure of the Sierra Madre, The
http://www.imfdb.org/wiki/Triple_Tap, Triple Tap,
http://www.imfdb.org/wiki/True_Lies, True Lies,
http://www.imfdb.org/wiki/True_Romance, True Romance,
http://www.imfdb.org/wiki/Twin_Dragons, Twin Dragons,
http://www.imfdb.org/wiki/Typhoon, Typhoon,
http://www.imfdb.org/wiki/U.S._Marshals, U.S. Marshals,
"http://www.imfdb.org/wiki/Ultimate_Weapon,_The", Ultimate Weapon, The
http://www.imfdb.org/wiki/Uncommon_Valor, Uncommon Valor,
http://www.imfdb.org/wiki/Undead, Undead,
http://www.imfdb.org/wiki/Under_Siege, Under Siege,
http://www.imfdb.org/wiki/Under_Siege_2:_Dark_Territory, Under Siege 2: Dark Territory,
http://www.imfdb.org/wiki/Underworld, Underworld,
http://www.imfdb.org/wiki/Underworld:_Awakening, Underworld: Awakening,
http://www.imfdb.org/wiki/Underworld:_Blood_Wars, Underworld: Blood Wars,
http://www.imfdb.org/wiki/Underworld:_Evolution, Underworld: Evolution,
http://www.imfdb.org/wiki/Undisputed_II:_Last_Man_Standing, Undisputed II: Last Man Standing,
http://www.imfdb.org/wiki/Unit_7_(Grupo_7), Unit 7 (Grupo 7),
http://www.imfdb.org/wiki/Universal_Soldier, Universal Soldier,
http://www.imfdb.org/wiki/Universal_Soldier:_Day_of_Reckoning, Universal Soldier: Day of Reckoning,
http://www.imfdb.org/wiki/Universal_Soldier:_Regeneration, Universal Soldier: Regeneration,
http://www.imfdb.org/wiki/Universal_Soldier:_The_Return, Universal Soldier: The Return,
http://www.imfdb.org/wiki/Unleashed, Unleashed,
http://www.imfdb.org/wiki/Until_Death, Until Death,
http://www.imfdb.org/wiki/Urban_Justice, Urban Justice,
http://www.imfdb.org/wiki/V_for_Vendetta, V for Vendetta,
http://www.imfdb.org/wiki/Valley_of_the_Wolves:_Iraq, Valley of the Wolves: Iraq,
http://www.imfdb.org/wiki/Vampires, Vampires,
http://www.imfdb.org/wiki/Van_Helsing, Van Helsing,
http://www.imfdb.org/wiki/Vantage_Point, Vantage Point,
http://www.imfdb.org/wiki/Vares:_Private_Eye, Vares: Private Eye,
http://www.imfdb.org/wiki/Velvet_Season_(Barkhatnyy_sezon), Velvet Season (Barkhatnyy sezon),
http://www.imfdb.org/wiki/Vendetta, Vendetta,
http://www.imfdb.org/wiki/Vengeance, Vengeance,
http://www.imfdb.org/wiki/Vigilante_Force, Vigilante Force,
"http://www.imfdb.org/wiki/Violent_Professionals,_The", Violent Professionals, The
http://www.imfdb.org/wiki/Viper_(1988), Viper (1988),
"http://www.imfdb.org/wiki/Viral_Factor,_The", Viral Factor, The
http://www.imfdb.org/wiki/Virtuosity, Virtuosity,
"http://www.imfdb.org/wiki/Vulture,_The", Vulture, The
http://www.imfdb.org/wiki/Wake_of_Death, Wake of Death,
http://www.imfdb.org/wiki/Walking_Tall_(1973), Walking Tall (1973),
http://www.imfdb.org/wiki/Walking_Tall_(2004), Walking Tall (2004),
http://www.imfdb.org/wiki/Wanted, Wanted,
http://www.imfdb.org/wiki/Wanted:_Dead_or_Alive_(1987), Wanted: Dead or Alive (1987),
http://www.imfdb.org/wiki/War_(2007), War (2007),
http://www.imfdb.org/wiki/War_of_the_Dead, War of the Dead,
"http://www.imfdb.org/wiki/Warriors,_The", Warriors, The
http://www.imfdb.org/wiki/Wasabi, Wasabi,
"http://www.imfdb.org/wiki/Watch_Out,_We%27re_Mad_(...altrimenti_ci_arrabbiamo!)", Watch Out, We're Mad (...altrimenti ci arrabbiamo!)
http://www.imfdb.org/wiki/Watchmen, Watchmen,
http://www.imfdb.org/wiki/Waterworld, Waterworld,
http://www.imfdb.org/wiki/Way_of_the_Dragon, Way of the Dragon,
http://www.imfdb.org/wiki/We%27re_the_Millers, We're the Millers,
"http://www.imfdb.org/wiki/Weather_Is_Good_on_Deribasovskaya,_It_Rains_Again_on_Brighton_Beach", Weather Is Good on Deribasovskaya, It Rains Again on Brighton Beach
http://www.imfdb.org/wiki/Weekend_(2010), Weekend (2010),
http://www.imfdb.org/wiki/What%27s_Cooking_in_Paris_(Le_Grand_restaurant), What's Cooking in Paris (Le Grand restaurant),
http://www.imfdb.org/wiki/Wheels_of_Fire, Wheels of Fire,
http://www.imfdb.org/wiki/Where_Eagles_Dare, Where Eagles Dare,
http://www.imfdb.org/wiki/White_Crows_(Belye_vorony), White Crows (Belye vorony),
http://www.imfdb.org/wiki/White_House_Down, White House Down,
http://www.imfdb.org/wiki/White_Lightning, White Lightning,
http://www.imfdb.org/wiki/White_Sun_of_the_Desert_(Beloye_solntse_pustyni), White Sun of the Desert (Beloye solntse pustyni),
http://www.imfdb.org/wiki/Whiteout, Whiteout,
http://www.imfdb.org/wiki/Who_Am_I%3F, Who Am I?,
http://www.imfdb.org/wiki/Who_Will_Pay_for_the_Fortune%3F_(Kto_zaplatit_za_udachu%3F), Who Will Pay for the Fortune? (Kto zaplatit za udachu?),
